Time       Symbol       Volume     VolCutoff  Turnover     %UC                              Link 
13:38      SIYSIL       38034      -180876.0  31834.0    10.87 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/SIYSIL/3608577
13:41      ANMOL        8610       -172054.0  136.0      15.96 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/ANMOL/954113
13:42      INDORAMA     5000       -66921.0   363.0      22.21 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/INDORAMA/2814209
13:44      ANMOL        10214      -172054.0  163.0      14.87 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/ANMOL/954113
13:49      IMFA         11168      -69048.0   14008.0    15.77 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/IMFA/4924161
13:53      WANBURY      16109      -148011.0  4379.0     16.53 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/WANBURY/3600129
14:06      SIYSIL       18969      -180876.0  15942.0    10.41 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/SIYSIL/3608577
14:09      DCW          676195     472680.0   48057.0    6.06  https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/DCW/209153
14:11      ABINFRA      46412      -239560.0  951.0      0.49  https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/ABINFRA/6917121
14:12      ABINFRA      47521      -239560.0  977.0      0.19  https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/ABINFRA/6917121
